"Scene","Character","Sayings"
"Scene_36:_The_Train_Car_Chase","Nick Wilde","Wait, what? [Judy runs to the front of the train and knocks a few controls on, trying to get the old train to move. The controls die and Judy bangs it, starting it up again] Great, you're a conductor now, huh? Hey, listen, it would take a miracle to get this rust bucket going. [With a sudden jerk, the train begins to move; Nick seems stumped.] Well, hallelujah!"
"Scene_36:_The_Train_Car_Chase","Jesse","[on the phone] We kinda got a situation at the lab... [notices the train is rolling away] Oh! It just got worse!"
"Scene_36:_The_Train_Car_Chase","Nick Wilde","Mission accomplished. Would it be premature for me to do a little victory toot-toot?"
"Scene_36:_The_Train_Car_Chase","Judy Hopps","All right. One toot-toot."
"Scene_36:_The_Train_Car_Chase","Nick Wilde","[happily] Well, I can cross that off the bucket list."
"Scene_36:_The_Train_Car_Chase","Nick Wilde:","Nick Wilde: I may have to rescind that victory toot-toot. [Another thud from the top of the train, this time straight over their heads.] Maybe that's just hail?"
"Scene_36:_The_Train_Car_Chase","Nick Wilde","Back off!"
"Scene_36:_The_Train_Car_Chase","Nick Wilde","Incoming!"
"Scene_36:_The_Train_Car_Chase","Nick Wilde","Carrots!"
"Scene_36:_The_Train_Car_Chase","Judy Hopps","Don't stop, keep going!"
"Scene_36:_The_Train_Car_Chase","Jesse","[running as fast as he can in front of the car] No! No! Please stop!"
"Scene_36:_The_Train_Car_Chase","Judy Hopps","Do not stop this car!"
"Scene_36:_The_Train_Car_Chase","Judy Hopps","[shouting] Speed up, Nick, speed up!"
"Scene_36:_The_Train_Car_Chase","Nick Wilde","There's another train coming!"
"Scene_36:_The_Train_Car_Chase","Judy Hopps","Trust me. Speed up!"
"Scene_36:_The_Train_Car_Chase","Woolter","Stop the train!"
"Scene_36:_The_Train_Car_Chase","Judy Hopps","[to Woolter] Hey! Need some help?"
"Scene_36:_The_Train_Car_Chase","Nick Wilde","Oh no, oh no, no, no, too fast! Too fast, hold on!"
"Scene_36:_The_Train_Car_Chase","Nick Wilde","I think this is our stop!"
"Scene_36:_The_Train_Car_Chase","Judy Hopps","[out of breath] Okay, maybe... Maybe some of the evidence survived."
"Scene_36:_The_Train_Car_Chase","Judy Hopps","[stunned] Everything is gone. We've lost it all..."
"Scene_36:_The_Train_Car_Chase","Nick Wilde","[equally stunned] Yeah. Oh, except for this. [Nick holds up the case containing Doug's dart gun and laughs triumphantly]"
"Scene_36:_The_Train_Car_Chase","Judy Hopps","[overjoyed] Ooh, Nick! Yes! [In her excitement, Judy gives Nick a somewhat forceful punch to the arm and takes the case.]"
"Scene_36:_The_Train_Car_Chase","Nick Wilde","Ow..."
"Scene_36:_The_Train_Car_Chase","Judy Hopps","Come on! We gotta get to the ZPD. Cut through the Natural History Museum!"
"Scene_37:_The_True_Villain","Judy Hopps","Look, there it is! [Then, they are stopped by a voice.]"
"Scene_37:_The_True_Villain","Dawn Bellwether","Judy! Judy! [They see Bellwether with two Sheep Cops urgently heading their way.]"
"Scene_37:_The_True_Villain","Judy Hopps","Mayor Bellwether! [The two run to her.] We found out what's happening. Someone's darting predators with a serum. That's what's making them go savage!"
"Scene_37:_The_True_Villain","Dawn Bellwether","I'm so proud of you, Judy. You did just a super job."
"Scene_37:_The_True_Villain","Judy Hopps","Thank you, ma'am! [Judy starts to hand over the gun case over to Bellwether. However, she stops and looks at her in suspicious confusion.] ...How did you know where to find us?"
"Scene_37:_The_True_Villain","Dawn Bellwether","I'll go ahead and take that case, now. [Bellwether insistently reaches over for the case, but Judy holds onto it tighter. Fear starts to overtake Judy and Nick as they start to slowly walk away from Bellwether.]"
"Scene_37:_The_True_Villain","Judy Hopps","Uh, you know what, I think Nick and I will just take this to the ZPD."
"Scene_37:_The_True_Villain","Judy Hopps","Judy Hopps & Nick Wilde: Run! [Judy and Nick run back into the museum, with Judy holding onto the case for dear life.]"
"Scene_37:_The_True_Villain","Dawn Bellwether","[angrily] Get them!"
"Scene_37:_The_True_Villain","Nick Wilde","Carrots! [Nick goes back to Judy.] I got you. Come here. [Nick quickly carries her over to a nearby wall. Judy sits back wincing over her cut.] Okay, just relax. [He takes out his handkerchief to wrap Judy's leg. He accidentally spills a few blueberries on the floor] Whoops! Blueberry?"
"Scene_37:_The_True_Villain","Judy Hopps","[in pain] Pass."
"Scene_37:_The_True_Villain","Dawn Bellwether","Come on out, Judy."
"Scene_37:_The_True_Villain","Judy Hopps","[whispers, giving the case to Nick] Take the case. Get it to Bogo."
"Scene_37:_The_True_Villain","Nick Wilde","[whispers] I'm not gonna leave you behind; that's not happening."
"Scene_37:_The_True_Villain","Judy Hopps","I can't walk!"
"Scene_37:_The_True_Villain","Nick Wilde","[looking around] Just... We'll think of something."
"Scene_37:_The_True_Villain","Dawn Bellwether","We're on the same team, Judy! Underestimated, underappreciated... Aren't you sick of it? [She motions to the rams to spread out before continuing] Predators - they may be strong and loud, but prey outnumber predators ten-to-one. [Bellwether notices a rabbit-shaped shadow on the wall. She snaps her fingers to one of the rams and points to where she thinks Judy is.] Think of it - 90% of the population united against a common enemy. We'll be unstoppable."
"Scene_37:_The_True_Villain","Dawn Bellwether:","Dawn Bellwether: Over there! [the rams run after the pair]"
"Scene_37:_The_True_Villain","Dawn Bellwether","Well, you should have just stayed on the carrot farm, huh? It really is too bad, I... I did like you."
"Scene_37:_The_True_Villain","Judy Hopps","What are you gonna do? Kill me?"
"Scene_37:_The_True_Villain","Dawn Bellwether","[chuckles] Oh, no, of course not, ha ha. [She takes out the dart gun with an evil grin.] He is!"
"Scene_37:_The_True_Villain","Judy Hopps","No! Oh, Nick!"
"Scene_37:_The_True_Villain","Dawn Bellwether","[On the phone, in a fake panicked tone of voice] Yes, police?! There's a savage fox in the Natural History Museum! Officer Hopps is down! Please hurry!"
"Scene_37:_The_True_Villain","Judy Hopps","No, Nick! Don't do this; fight it!"
"Scene_37:_The_True_Villain","Dawn Bellwether","[chuckles] Oh, but he can't help it, can he? Since preds are just ""biologically predisposed"" to be savages."
"Scene_37:_The_True_Villain","Dawn Bellwether","[laughs evilly] Gosh, think of the headlines! ""Hero Cop Killed by Savage Fox!"""
"Scene_37:_The_True_Villain","Judy Hopps","So that's it? Prey fears predators and you stay in power?"
"Scene_37:_The_True_Villain","Dawn Bellwether","Yeah, pretty much."
"Scene_37:_The_True_Villain","Judy Hopps","It won't work!"
"Scene_37:_The_True_Villain","Dawn Bellwether","Fear always works! And I'll dart every predator in Zootopia to keep it that way."
"Scene_37:_The_True_Villain","Judy Hopps","Oh, Nick... no..."
"Scene_37:_The_True_Villain","Dawn Bellwether","[chuckles, then glares] Bye-bye, Bunny."
"Scene_37:_The_True_Villain","Judy Hopps","[sticks out her tongue] Bleeeeeeh! [Nick lets go of Judy's neck and backs away, chuckling at her playful acting. She gestures, imitating blood spurting out, in a similar vein to how she was acting in the play in her childhood.] Blood! Blood! Blood! [flopping back down] And... death."
"Scene_37:_The_True_Villain","Nick Wilde","[getting back to his feet] All right, you know, you're milking it. [Bellwether gives a stunned look] Besides, I think we got it. [shouts out as he stands up and Judy and Nick put their arms around each other] I think we got it! We got it up there! Thank you, yackety-yak! You laid it all out beautifully!"
"Scene_37:_The_True_Villain","Dawn Bellwether","[looks at her dart gun, confused] What?"
"Scene_37:_The_True_Villain","Nick Wilde","Yeah, oh, are, are you looking for the serum? [He pulls the serum pellet out from his shirt pocket] Well, it's right here. [Puts it back in his pocket]"
"Scene_37:_The_True_Villain","Judy Hopps","What you've got in the weapon there? Those are blueberries. From my family's farm! [Bellwether opens the chamber of the dart gun and sees the ammo has been replaced with blueberries.]"
"Scene_37:_The_True_Villain","Nick Wilde","[tastes the blueberry where he's been hit and blows a kiss] Mwah! They are delicious, you should try some."
"Scene_37:_The_True_Villain","Dawn Bellwether","[growls furiously, closing the gun] I framed Lionheart, I can frame you too! [adjusts her glasses primly] It's my word against yours."
"Scene_37:_The_True_Villain","Judy Hopps","Ooh! Actually...[Judy pulls out her carrot pen and plays back Bellwether's crazed speech.]"
"Scene_37:_The_True_Villain","Dawn Bellwether's voice","[Through carrot pen] And I'll dart every predator in Zootopia to keep it that way."
"Scene_37:_The_True_Villain","Judy Hopps","...it's your word against yours."
"Scene_37:_The_True_Villain","Dawn Bellwether","[her jaw drops; shocked and dumbfounded] Huh? [Judy and Nick smile triumphantly.]"
"Scene_37:_The_True_Villain","Judy Hopps","It's called a hustle, sweetheart. Boom."
"Scene_38:_Judy's_Speech","Fabienne Growley","Former Mayor Dawn Bellwether is behind bars today, guilty of masterminding the savage attacks that have plagued Zootopia of late. [They show Bellwether in an orange jumpsuit, in handcuffs, filled with contempt, as Officers Jackson and Krumpanski escort her through the crowd as photographers take pictures.]"
"Scene_38:_Judy's_Speech","Peter Moosebridge","Her predecessor, Leodore Lionheart, denies any knowledge of her plot, claiming he was just trying to protect the city. [Lionheart is seen in prison being interviewed by a porcupine]"
"Scene_38:_Judy's_Speech","Leodore Lionheart","Did I falsely imprison those animals? Well, yes. Yes, I did. It was a classic ""doing the wrong thing for the right reason"" kind of a deal."
"Scene_38:_Judy's_Speech","Fabienne Growley","In related news, doctors say the Night howler antidote is proving effective in rehabilitating the afflicted predators."
"Scene_38:_Judy's_Speech","Mrs. Otterton","Emmitt? Oh, Emmitt! [The Ottertons hug very deeply in relief. Mrs. Otterton turns to Judy, who is back in her police uniform and her leg is healed.] Thank you."
"Scene_38:_Judy's_Speech","Judy Hopps","When I was a kid, I thought Zootopia was this perfect place, where everyone got along and anyone could be anything. Turns out, real life is a little bit more complicated than a slogan on a bumper sticker. Real life is messy. [She goes to the ZPD and sees Clawhauser, happy and back at his old job. He sets his Gazelle snow globe and his name tag and sees Officers Higgins and Krumpanski giving him two boxes of donuts. He smiles. Judy smiles.] We all have limitations, we all make mistakes, which means - hey, glass half full! - we all have a lot in common. And the more we try to understand one another, the more exceptional each of us will be. [The scene changes to a graduation ceremony, the same location where Judy graduated, and Judy gives a speech] But we have to try. So no matter what type of animal you are; from the biggest elephant, to our first fox, [We see Nick in full police uniform, holding a beverage, lifts up his shades, and winks at Judy, inspired by her words] I implore you - try. Try to make the world a better place. [Later, Judy opens a box revealing a badge. She places the badge on Nick's uniform. She salutes Nick, who salutes her back.] Look inside yourself and recognize that change starts with you. It starts with me. It starts with all of us."
"Scene_39:_Return_to_the_Bullpen","Chief Bogo","All right, all right, enough. Shut it! [the officers sit] We have some new recruits with us this morning, including our first fox. [Nick is seen sitting next to Judy on the same chair she's standing on] Who cares?"
"Scene_39:_Return_to_the_Bullpen","Nick Wilde","Ha! You should have your own line of inspirational greeting cards, sir!"
"Scene_39:_Return_to_the_Bullpen","Chief Bogo","Shut your mouth, Wilde!"
"Scene_39:_Return_to_the_Bullpen","Chief Bogo","[takes out his glasses and files] Assignments: Officers Grizzoli, Fangmeyer, Delgato - Tundratown SWAT. [they stand and leave] Snarlov, Higgins, Wolfard - undercover. [Snarlov puts on a green cap, Higgins puts on a fake mustache, and Wolfard puts on a sheep costume and they leave.] Hopps, Wilde... parking duty. Dismissed. [Judy and Nick look at the chief, shocked. Then Bogo grins.] Just kidding! [goes back to looking serious] We have reports of a street racer tearing up Savannah Central. Find him. Shut him down."
"Scene_40:_The_Street_Racer","Nick Wilde","So, are all rabbits bad drivers, or is it just you?"
"Scene_40:_The_Street_Racer","Judy Hopps","[deadpan] Oops. Sorry. [Nick gets up with the pawpsicle stuck to his eye. He pulls it off his eye with a grunt and chuckles.]"
"Scene_40:_The_Street_Racer","Nick Wilde","Sly bunny."
"Scene_40:_The_Street_Racer","Judy Hopps","[looks back at the road and smirks] Dumb fox!"
"Scene_40:_The_Street_Racer","Nick Wilde","[waves the pawpsicle in her direction, grinning] You know you love me."
"Scene_40:_The_Street_Racer","Judy Hopps","Do I know that? [looks at Nick and smiles] Yes. Yes, I do."
"Scene_40:_The_Street_Racer","Judy Hopps","Sir, you were going 115 miles per hour, I hope you have a good explanation. [The window rolls down revealing Flash, looking at them nervously. Judy looks at him shocked and Nick removes his shades, surprised and amused.]"
"Scene_40:_The_Street_Racer","Nick Wilde","Flash, Flash, hundred-yard dash!"
"Scene_40:_The_Street_Racer","Flash Slothmore","[slowly smiles sheepishly] Niiiick..."
"Scene_41:_Gazelle's_Concert","Gazelle","Good evening, Zootopia! Come on, everybody, put your paws up!"
"Scene_41:_Gazelle's_Concert","Gazelle","Put your paws in the air, come on! ¡Con las pezuñas arriba, vamos! ¡Eso!"
"Scene_41:_Gazelle's_Concert","Gazelle","¡Con las pezuñas arriba! Come on! Shake your tails with me, come on! Yeah!"
